Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
24615553,WHOSIS_000001,COUNTRY,BTN,YEAR,SEAR,South-East Asia,SEX,BTSX,2015,,,,,,,72.2,72.15268,,,,2020-12-04T17:00:18.827+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615557,WHOSIS_000001,COUNTRY,BTN,YEAR,SEAR,South-East Asia,SEX,BTSX,2019,,,,,,,73.1,73.1091,,,,2020-12-04T17:00:18.92+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615561,WHOSIS_000001,COUNTRY,BWA,YEAR,AFR,Africa,SEX,MLE,2000,,,,,,,43.9,43.89779,,,,2020-12-04T17:00:19.047+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615565,WHOSIS_000001,COUNTRY,BWA,YEAR,AFR,Africa,SEX,MLE,2010,,,,,,,55.1,55.14339,,,,2020-12-04T17:00:19.17+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615569,WHOSIS_000001,COUNTRY,BWA,YEAR,AFR,Africa,SEX,MLE,2015,,,,,,,57.8,57.8261,,,,2020-12-04T17:00:19.28+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615573,WHOSIS_000001,COUNTRY,BWA,YEAR,AFR,Africa,SEX,MLE,2019,,,,,,,58.9,58.94968,,,,2020-12-04T17:00:19.39+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615577,WHOSIS_000001,COUNTRY,BWA,YEAR,AFR,Africa,SEX,FMLE,2000,,,,,,,47.8,47.76789,,,,2020-12-04T17:00:19.47+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615581,WHOSIS_000001,COUNTRY,BWA,YEAR,AFR,Africa,SEX,FMLE,2010,,,,,,,61.4,61.35551,,,,2020-12-04T17:00:19.61+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615585,WHOSIS_000001,COUNTRY,BWA,YEAR,AFR,Africa,SEX,FMLE,2015,,,,,,,63.9,63.9269,,,,2020-12-04T17:00:19.69+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615589,WHOSIS_000001,COUNTRY,BWA,YEAR,AFR,Africa,SEX,FMLE,2019,,,,,,,65.5,65.45545,,,,2020-12-04T17:00:19.783+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615593,WHOSIS_000001,COUNTRY,BWA,YEAR,AFR,Africa,SEX,BTSX,2000,,,,,,,45.6,45.58516,,,,2020-12-04T17:00:19.893+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615597,WHOSIS_000001,COUNTRY,BWA,YEAR,AFR,Africa,SEX,BTSX,2010,,,,,,,58.1,58.1373,,,,2020-12-04T17:00:19.99+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615601,WHOSIS_000001,COUNTRY,BWA,YEAR,AFR,Africa,SEX,BTSX,2015,,,,,,,60.9,60.92577,,,,2020-12-04T17:00:20.1+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615605,WHOSIS_000001,COUNTRY,BWA,YEAR,AFR,Africa,SEX,BTSX,2019,,,,,,,62.2,62.24785,,,,2020-12-04T17:00:20.193+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615609,WHOSIS_000001,COUNTRY,CAF,YEAR,AFR,Africa,SEX,MLE,2000,,,,,,,43.2,43.23857,,,,2020-12-04T17:00:20.3+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615613,WHOSIS_000001,COUNTRY,CAF,YEAR,AFR,Africa,SEX,MLE,2010,,,,,,,46.7,46.69299,,,,2020-12-04T17:00:20.443+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615617,WHOSIS_000001,COUNTRY,CAF,YEAR,AFR,Africa,SEX,MLE,2015,,,,,,,48.2,48.1875,,,,2020-12-04T17:00:20.52+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615621,WHOSIS_000001,COUNTRY,CAF,YEAR,AFR,Africa,SEX,MLE,2019,,,,,,,50.2,50.20675,,,,2020-12-04T17:00:20.63+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615625,WHOSIS_000001,COUNTRY,CAF,YEAR,AFR,Africa,SEX,FMLE,2000,,,,,,,45.5,45.52407,,,,2020-12-04T17:00:20.74+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615629,WHOSIS_000001,COUNTRY,CAF,YEAR,AFR,Africa,SEX,FMLE,2010,,,,,,,50.4,50.43916,,,,2020-12-04T17:00:20.817+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615633,WHOSIS_000001,COUNTRY,CAF,YEAR,AFR,Africa,SEX,FMLE,2015,,,,,,,53.0,53.03206,,,,2020-12-04T17:00:20.927+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615637,WHOSIS_000001,COUNTRY,CAF,YEAR,AFR,Africa,SEX,FMLE,2019,,,,,,,56.3,56.25684,,,,2020-12-04T17:00:21.053+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615641,WHOSIS_000001,COUNTRY,CAF,YEAR,AFR,Africa,SEX,BTSX,2000,,,,,,,44.3,44.33932,,,,2020-12-04T17:00:21.147+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615645,WHOSIS_000001,COUNTRY,CAF,YEAR,AFR,Africa,SEX,BTSX,2010,,,,,,,48.5,48.51089,,,,2020-12-04T17:00:21.24+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615649,WHOSIS_000001,COUNTRY,CAF,YEAR,AFR,Africa,SEX,BTSX,2015,,,,,,,50.5,50.53056,,,,2020-12-04T17:00:21.337+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615653,WHOSIS_000001,COUNTRY,CAF,YEAR,AFR,Africa,SEX,BTSX,2019,,,,,,,53.1,53.09729,,,,2020-12-04T17:00:21.447+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615657,WHOSIS_000001,COUNTRY,CAN,YEAR,AMR,Americas,SEX,MLE,2000,,,,,,,76.5,76.54477,,,,2020-12-04T17:00:21.56+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615661,WHOSIS_000001,COUNTRY,CAN,YEAR,AMR,Americas,SEX,MLE,2010,,,,,,,79.3,79.25688,,,,2020-12-04T17:00:21.653+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615665,WHOSIS_000001,COUNTRY,CAN,YEAR,AMR,Americas,SEX,MLE,2015,,,,,,,79.9,79.8774,,,,2020-12-04T17:00:21.747+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615669,WHOSIS_000001,COUNTRY,CAN,YEAR,AMR,Americas,SEX,MLE,2019,,,,,,,80.4,80.3959,,,,2020-12-04T17:00:21.86+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615673,WHOSIS_000001,COUNTRY,CAN,YEAR,AMR,Americas,SEX,FMLE,2000,,,,,,,81.5,81.548,,,,2020-12-04T17:00:21.967+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615677,WHOSIS_000001,COUNTRY,CAN,YEAR,AMR,Americas,SEX,FMLE,2010,,,,,,,83.3,83.27262,,,,2020-12-04T17:00:22.093+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615681,WHOSIS_000001,COUNTRY,CAN,YEAR,AMR,Americas,SEX,FMLE,2015,,,,,,,83.6,83.58485,,,,2020-12-04T17:00:22.187+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615685,WHOSIS_000001,COUNTRY,CAN,YEAR,AMR,Americas,SEX,FMLE,2019,,,,,,,84.1,84.05355,,,,2020-12-04T17:00:22.28+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615689,WHOSIS_000001,COUNTRY,CAN,YEAR,AMR,Americas,SEX,BTSX,2000,,,,,,,79.1,79.09756,,,,2020-12-04T17:00:22.373+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615693,WHOSIS_000001,COUNTRY,CAN,YEAR,AMR,Americas,SEX,BTSX,2010,,,,,,,81.3,81.3058,,,,2020-12-04T17:00:22.483+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615697,WHOSIS_000001,COUNTRY,CAN,YEAR,AMR,Americas,SEX,BTSX,2015,,,,,,,81.8,81.75909,,,,2020-12-04T17:00:22.61+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615701,WHOSIS_000001,COUNTRY,CAN,YEAR,AMR,Americas,SEX,BTSX,2019,,,,,,,82.2,82.23827,,,,2020-12-04T17:00:22.707+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615705,WHOSIS_000001,COUNTRY,CHE,YEAR,EUR,Europe,SEX,MLE,2000,,,,,,,76.9,76.89114,,,,2020-12-04T17:00:22.8+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615709,WHOSIS_000001,COUNTRY,CHE,YEAR,EUR,Europe,SEX,MLE,2010,,,,,,,80.0,80.02937,,,,2020-12-04T17:00:22.91+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615713,WHOSIS_000001,COUNTRY,CHE,YEAR,EUR,Europe,SEX,MLE,2015,,,,,,,80.6,80.64204,,,,2020-12-04T17:00:23.02+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615717,WHOSIS_000001,COUNTRY,CHE,YEAR,EUR,Europe,SEX,MLE,2019,,,,,,,81.8,81.75073,,,,2020-12-04T17:00:23.113+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615721,WHOSIS_000001,COUNTRY,CHE,YEAR,EUR,Europe,SEX,FMLE,2000,,,,,,,82.3,82.34627,,,,2020-12-04T17:00:23.223+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615725,WHOSIS_000001,COUNTRY,CHE,YEAR,EUR,Europe,SEX,FMLE,2010,,,,,,,84.2,84.18406,,,,2020-12-04T17:00:23.35+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615729,WHOSIS_000001,COUNTRY,CHE,YEAR,EUR,Europe,SEX,FMLE,2015,,,,,,,84.5,84.50005,,,,2020-12-04T17:00:23.49+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615733,WHOSIS_000001,COUNTRY,CHE,YEAR,EUR,Europe,SEX,FMLE,2019,,,,,,,85.1,85.07654,,,,2020-12-04T17:00:23.583+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615737,WHOSIS_000001,COUNTRY,CHE,YEAR,EUR,Europe,SEX,BTSX,2000,,,,,,,79.7,79.71678,,,,2020-12-04T17:00:23.66+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615741,WHOSIS_000001,COUNTRY,CHE,YEAR,EUR,Europe,SEX,BTSX,2010,,,,,,,82.2,82.1935,,,,2020-12-04T17:00:23.77+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615745,WHOSIS_000001,COUNTRY,CHE,YEAR,EUR,Europe,SEX,BTSX,2015,,,,,,,82.6,82.61449,,,,2020-12-04T17:00:23.85+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615749,WHOSIS_000001,COUNTRY,CHE,YEAR,EUR,Europe,SEX,BTSX,2019,,,,,,,83.4,83.44616,,,,2020-12-04T17:00:23.96+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615753,WHOSIS_000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,MLE,2000,,,,,,,73.6,73.63732,,,,2020-12-04T17:00:24.053+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615757,WHOSIS_000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,MLE,2010,,,,,,,75.5,75.4846,,,,2020-12-04T17:00:24.193+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615761,WHOSIS_000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,MLE,2015,,,,,,,77.0,76.9781,,,,2020-12-04T17:00:24.333+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615765,WHOSIS_000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,MLE,2019,,,,,,,78.1,78.08552,,,,2020-12-04T17:00:24.43+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615769,WHOSIS_000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,FMLE,2000,,,,,,,79.8,79.76972,,,,2020-12-04T17:00:24.54+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615773,WHOSIS_000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,FMLE,2010,,,,,,,81.3,81.30399,,,,2020-12-04T17:00:24.663+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615777,WHOSIS_000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,FMLE,2015,,,,,,,82.5,82.50868,,,,2020-12-04T17:00:24.773+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615781,WHOSIS_000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,FMLE,2019,,,,,,,83.2,83.24642,,,,2020-12-04T17:00:24.867+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615785,WHOSIS_000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,BTSX,2000,,,,,,,76.8,76.77242,,,,2020-12-04T17:00:24.947+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615789,WHOSIS_000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,BTSX,2010,,,,,,,78.5,78.46236,,,,2020-12-04T17:00:25.04+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615793,WHOSIS_000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,BTSX,2015,,,,,,,79.8,79.81646,,,,2020-12-04T17:00:25.163+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615797,WHOSIS_000001,COUNTRY,CHL,YEAR,AMR,Americas,SEX,BTSX,2019,,,,,,,80.7,80.73621,,,,2020-12-04T17:00:25.26+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615801,WHOSIS_000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,MLE,2000,,,,,,,69.3,69.34029,,,,2020-12-04T17:00:25.387+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615805,WHOSIS_000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,MLE,2010,,,,,,,72.3,72.26303,,,,2020-12-04T17:00:25.527+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615809,WHOSIS_000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,MLE,2015,,,,,,,73.9,73.85298,,,,2020-12-04T17:00:25.62+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615813,WHOSIS_000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,MLE,2019,,,,,,,74.7,74.72757,,,,2020-12-04T17:00:25.73+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615817,WHOSIS_000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,FMLE,2000,,,,,,,74.2,74.15446,,,,2020-12-04T17:00:25.84+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615821,WHOSIS_000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,FMLE,2010,,,,,,,77.9,77.9407,,,,2020-12-04T17:00:25.967+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615825,WHOSIS_000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,FMLE,2015,,,,,,,79.9,79.87157,,,,2020-12-04T17:00:26.077+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615829,WHOSIS_000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,FMLE,2019,,,,,,,80.5,80.49312,,,,2020-12-04T17:00:26.17+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615833,WHOSIS_000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,BTSX,2000,,,,,,,71.6,71.58401,,,,2020-12-04T17:00:26.28+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615837,WHOSIS_000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,BTSX,2010,,,,,,,74.9,74.88925,,,,2020-12-04T17:00:26.39+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615841,WHOSIS_000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,BTSX,2015,,,,,,,76.6,76.64185,,,,2020-12-04T17:00:26.487+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615845,WHOSIS_000001,COUNTRY,CHN,YEAR,WPR,Western Pacific,SEX,BTSX,2019,,,,,,,77.4,77.43322,,,,2020-12-04T17:00:26.597+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615849,WHOSIS_000001,COUNTRY,CIV,YEAR,AFR,Africa,SEX,MLE,2000,,,,,,,48.9,48.9357,,,,2020-12-04T17:00:26.69+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615853,WHOSIS_000001,COUNTRY,CIV,YEAR,AFR,Africa,SEX,MLE,2010,,,,,,,54.8,54.8072,,,,2020-12-04T17:00:26.863+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615857,WHOSIS_000001,COUNTRY,CIV,YEAR,AFR,Africa,SEX,MLE,2015,,,,,,,58.0,57.98104,,,,2020-12-04T17:00:26.957+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615861,WHOSIS_000001,COUNTRY,CIV,YEAR,AFR,Africa,SEX,MLE,2019,,,,,,,60.5,60.52891,,,,2020-12-04T17:00:27.033+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615865,WHOSIS_000001,COUNTRY,CIV,YEAR,AFR,Africa,SEX,FMLE,2000,,,,,,,52.3,52.30949,,,,2020-12-04T17:00:27.13+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615869,WHOSIS_000001,COUNTRY,CIV,YEAR,AFR,Africa,SEX,FMLE,2010,,,,,,,58.9,58.93549,,,,2020-12-04T17:00:27.253+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615873,WHOSIS_000001,COUNTRY,CIV,YEAR,AFR,Africa,SEX,FMLE,2015,,,,,,,63.0,62.9637,,,,2020-12-04T17:00:27.363+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615877,WHOSIS_000001,COUNTRY,CIV,YEAR,AFR,Africa,SEX,FMLE,2019,,,,,,,65.8,65.81046,,,,2020-12-04T17:00:27.457+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615881,WHOSIS_000001,COUNTRY,CIV,YEAR,AFR,Africa,SEX,BTSX,2000,,,,,,,50.3,50.33079,,,,2020-12-04T17:00:27.613+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615885,WHOSIS_000001,COUNTRY,CIV,YEAR,AFR,Africa,SEX,BTSX,2010,,,,,,,56.6,56.61696,,,,2020-12-04T17:00:27.723+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615889,WHOSIS_000001,COUNTRY,CIV,YEAR,AFR,Africa,SEX,BTSX,2015,,,,,,,60.2,60.19939,,,,2020-12-04T17:00:27.833+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615893,WHOSIS_000001,COUNTRY,CIV,YEAR,AFR,Africa,SEX,BTSX,2019,,,,,,,62.9,62.91527,,,,2020-12-04T17:00:27.94+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615897,WHOSIS_000001,COUNTRY,CMR,YEAR,AFR,Africa,SEX,MLE,2000,,,,,,,51.3,51.34163,,,,2020-12-04T17:00:28.083+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615901,WHOSIS_000001,COUNTRY,CMR,YEAR,AFR,Africa,SEX,MLE,2010,,,,,,,55.1,55.09486,,,,2020-12-04T17:00:28.24+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615905,WHOSIS_000001,COUNTRY,CMR,YEAR,AFR,Africa,SEX,MLE,2015,,,,,,,57.3,57.28968,,,,2020-12-04T17:00:28.367+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615909,WHOSIS_000001,COUNTRY,CMR,YEAR,AFR,Africa,SEX,MLE,2019,,,,,,,60.3,60.28629,,,,2020-12-04T17:00:28.477+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615913,WHOSIS_000001,COUNTRY,CMR,YEAR,AFR,Africa,SEX,FMLE,2000,,,,,,,54.4,54.35109,,,,2020-12-04T17:00:28.587+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615917,WHOSIS_000001,COUNTRY,CMR,YEAR,AFR,Africa,SEX,FMLE,2010,,,,,,,58.1,58.09284,,,,2020-12-04T17:00:28.697+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615921,WHOSIS_000001,COUNTRY,CMR,YEAR,AFR,Africa,SEX,FMLE,2015,,,,,,,61.0,60.98839,,,,2020-12-04T17:00:28.807+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615925,WHOSIS_000001,COUNTRY,CMR,YEAR,AFR,Africa,SEX,FMLE,2019,,,,,,,64.5,64.49857,,,,2020-12-04T17:00:28.9+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615929,WHOSIS_000001,COUNTRY,CMR,YEAR,AFR,Africa,SEX,BTSX,2000,,,,,,,52.8,52.82113,,,,2020-12-04T17:00:29.01+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615933,WHOSIS_000001,COUNTRY,CMR,YEAR,AFR,Africa,SEX,BTSX,2010,,,,,,,56.6,56.58267,,,,2020-12-04T17:00:29.12+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615937,WHOSIS_000001,COUNTRY,CMR,YEAR,AFR,Africa,SEX,BTSX,2015,,,,,,,59.1,59.11311,,,,2020-12-04T17:00:29.213+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615941,WHOSIS_000001,COUNTRY,CMR,YEAR,AFR,Africa,SEX,BTSX,2019,,,,,,,62.4,62.35601,,,,2020-12-04T17:00:29.29+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615945,WHOSIS_000001,COUNTRY,COD,YEAR,AFR,Africa,SEX,MLE,2000,,,,,,,50.5,50.46237,,,,2020-12-04T17:00:29.417+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615949,WHOSIS_000001,COUNTRY,COD,YEAR,AFR,Africa,SEX,MLE,2010,,,,,,,55.6,55.64806,,,,2020-12-04T17:00:29.51+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615953,WHOSIS_000001,COUNTRY,COD,YEAR,AFR,Africa,SEX,MLE,2015,,,,,,,58.3,58.25044,,,,2020-12-04T17:00:29.653+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615957,WHOSIS_000001,COUNTRY,COD,YEAR,AFR,Africa,SEX,MLE,2019,,,,,,,60.0,60.00336,,,,2020-12-04T17:00:29.777+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615961,WHOSIS_000001,COUNTRY,COD,YEAR,AFR,Africa,SEX,FMLE,2000,,,,,,,54.5,54.48838,,,,2020-12-04T17:00:29.873+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615965,WHOSIS_000001,COUNTRY,COD,YEAR,AFR,Africa,SEX,FMLE,2010,,,,,,,59.4,59.42277,,,,2020-12-04T17:00:30.077+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615969,WHOSIS_000001,COUNTRY,COD,YEAR,AFR,Africa,SEX,FMLE,2015,,,,,,,62.7,62.73359,,,,2020-12-04T17:00:30.217+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615973,WHOSIS_000001,COUNTRY,COD,YEAR,AFR,Africa,SEX,FMLE,2019,,,,,,,64.8,64.81888,,,,2020-12-04T17:00:30.31+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615977,WHOSIS_000001,COUNTRY,COD,YEAR,AFR,Africa,SEX,BTSX,2000,,,,,,,52.4,52.44439,,,,2020-12-04T17:00:30.403+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24615981,WHOSIS_000001,COUNTRY,COD,YEAR,AFR,Africa,SEX,BTSX,2010,,,,,,,57.5,57.50722,,,,2020-12-04T17:00:30.513+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24615985,WHOSIS_000001,COUNTRY,COD,YEAR,AFR,Africa,SEX,BTSX,2015,,,,,,,60.4,60.44355,,,,2020-12-04T17:00:30.687+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24615989,WHOSIS_000001,COUNTRY,COD,YEAR,AFR,Africa,SEX,BTSX,2019,,,,,,,62.4,62.35105,,,,2020-12-04T17:00:30.797+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24615993,WHOSIS_000001,COUNTRY,COG,YEAR,AFR,Africa,SEX,MLE,2000,,,,,,,51.5,51.54181,,,,2020-12-04T17:00:30.873+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
