Id,IndicatorCode,SpatialDimType,SpatialDim,TimeDimType,ParentLocationCode,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
24619677,WHOSIS_000001,COUNTRY,MNE,YEAR,EUR,Europe,SEX,BTSX,2010,,,,,,,74.7,74.68839,,,,2020-12-04T17:02:21.977+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24619681,WHOSIS_000001,COUNTRY,MNE,YEAR,EUR,Europe,SEX,BTSX,2015,,,,,,,75.3,75.27178,,,,2020-12-04T17:02:22.12+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24619685,WHOSIS_000001,COUNTRY,MNE,YEAR,EUR,Europe,SEX,BTSX,2019,,,,,,,75.9,75.87666,,,,2020-12-04T17:02:22.243+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24619689,WHOSIS_000001,COUNTRY,MNG,YEAR,WPR,Western Pacific,SEX,MLE,2000,,,,,,,57.3,57.34036,,,,2020-12-04T17:02:22.37+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24619693,WHOSIS_000001,COUNTRY,MNG,YEAR,WPR,Western Pacific,SEX,MLE,2010,,,,,,,61.1,61.09134,,,,2020-12-04T17:02:22.463+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24619697,WHOSIS_000001,COUNTRY,MNG,YEAR,WPR,Western Pacific,SEX,MLE,2015,,,,,,,63.4,63.44672,,,,2020-12-04T17:02:22.62+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24619701,WHOSIS_000001,COUNTRY,MNG,YEAR,WPR,Western Pacific,SEX,MLE,2019,,,,,,,63.8,63.82064,,,,2020-12-04T17:02:22.73+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24619705,WHOSIS_000001,COUNTRY,MNG,YEAR,WPR,Western Pacific,SEX,FMLE,2000,,,,,,,64.1,64.11119,,,,2020-12-04T17:02:22.853+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24619709,WHOSIS_000001,COUNTRY,MNG,YEAR,WPR,Western Pacific,SEX,FMLE,2010,,,,,,,69.5,69.46863,,,,2020-12-04T17:02:23.01+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24619713,WHOSIS_000001,COUNTRY,MNG,YEAR,WPR,Western Pacific,SEX,FMLE,2015,,,,,,,72.1,72.13081,,,,2020-12-04T17:02:23.123+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24619717,WHOSIS_000001,COUNTRY,MNG,YEAR,WPR,Western Pacific,SEX,FMLE,2019,,,,,,,72.8,72.7587,,,,2020-12-04T17:02:23.233+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24619721,WHOSIS_000001,COUNTRY,MNG,YEAR,WPR,Western Pacific,SEX,BTSX,2000,,,,,,,60.5,60.52023,,,,2020-12-04T17:02:23.373+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24619725,WHOSIS_000001,COUNTRY,MNG,YEAR,WPR,Western Pacific,SEX,BTSX,2010,,,,,,,65.1,65.0518,,,,2020-12-04T17:02:23.467+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24619729,WHOSIS_000001,COUNTRY,MNG,YEAR,WPR,Western Pacific,SEX,BTSX,2015,,,,,,,67.6,67.61475,,,,2020-12-04T17:02:23.657+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24619733,WHOSIS_000001,COUNTRY,MNG,YEAR,WPR,Western Pacific,SEX,BTSX,2019,,,,,,,68.1,68.09768,,,,2020-12-04T17:02:23.827+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24619737,WHOSIS_000001,COUNTRY,MOZ,YEAR,AFR,Africa,SEX,MLE,2000,,,,,,,48.4,48.37201,,,,2020-12-04T17:02:23.92+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24619741,WHOSIS_000001,COUNTRY,MOZ,YEAR,AFR,Africa,SEX,MLE,2010,,,,,,,50.7,50.66393,,,,2020-12-04T17:02:24.047+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24619745,WHOSIS_000001,COUNTRY,MOZ,YEAR,AFR,Africa,SEX,MLE,2015,,,,,,,52.4,52.41692,,,,2020-12-04T17:02:24.187+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24619749,WHOSIS_000001,COUNTRY,MOZ,YEAR,AFR,Africa,SEX,MLE,2019,,,,,,,54.5,54.45667,,,,2020-12-04T17:02:24.313+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24619753,WHOSIS_000001,COUNTRY,MOZ,YEAR,AFR,Africa,SEX,FMLE,2000,,,,,,,53.1,53.05186,,,,2020-12-04T17:02:24.407+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24619757,WHOSIS_000001,COUNTRY,MOZ,YEAR,AFR,Africa,SEX,FMLE,2010,,,,,,,56.3,56.28635,,,,2020-12-04T17:02:24.533+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24619761,WHOSIS_000001,COUNTRY,MOZ,YEAR,AFR,Africa,SEX,FMLE,2015,,,,,,,59.4,59.44558,,,,2020-12-04T17:02:24.69+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24619765,WHOSIS_000001,COUNTRY,MOZ,YEAR,AFR,Africa,SEX,FMLE,2019,,,,,,,61.7,61.73365,,,,2020-12-04T17:02:24.783+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24619769,WHOSIS_000001,COUNTRY,MOZ,YEAR,AFR,Africa,SEX,BTSX,2000,,,,,,,50.7,50.68681,,,,2020-12-04T17:02:24.893+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24619773,WHOSIS_000001,COUNTRY,MOZ,YEAR,AFR,Africa,SEX,BTSX,2010,,,,,,,53.5,53.47655,,,,2020-12-04T17:02:25.033+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24619777,WHOSIS_000001,COUNTRY,MOZ,YEAR,AFR,Africa,SEX,BTSX,2015,,,,,,,55.9,55.94504,,,,2020-12-04T17:02:25.143+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24619781,WHOSIS_000001,COUNTRY,MOZ,YEAR,AFR,Africa,SEX,BTSX,2019,,,,,,,58.1,58.13618,,,,2020-12-04T17:02:25.27+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24619785,WHOSIS_000001,COUNTRY,MRT,YEAR,AFR,Africa,SEX,MLE,2000,,,,,,,61.8,61.75289,,,,2020-12-04T17:02:25.38+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24619789,WHOSIS_000001,COUNTRY,MRT,YEAR,AFR,Africa,SEX,MLE,2010,,,,,,,65.4,65.39942,,,,2020-12-04T17:02:25.503+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24619793,WHOSIS_000001,COUNTRY,MRT,YEAR,AFR,Africa,SEX,MLE,2015,,,,,,,67.2,67.19347,,,,2020-12-04T17:02:25.643+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24619797,WHOSIS_000001,COUNTRY,MRT,YEAR,AFR,Africa,SEX,MLE,2019,,,,,,,68.1,68.08337,,,,2020-12-04T17:02:25.74+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24619801,WHOSIS_000001,COUNTRY,MRT,YEAR,AFR,Africa,SEX,FMLE,2000,,,,,,,62.2,62.23422,,,,2020-12-04T17:02:25.833+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24619805,WHOSIS_000001,COUNTRY,MRT,YEAR,AFR,Africa,SEX,FMLE,2010,,,,,,,65.9,65.86855,,,,2020-12-04T17:02:25.96+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24619809,WHOSIS_000001,COUNTRY,MRT,YEAR,AFR,Africa,SEX,FMLE,2015,,,,,,,67.7,67.69135,,,,2020-12-04T17:02:26.07+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24619813,WHOSIS_000001,COUNTRY,MRT,YEAR,AFR,Africa,SEX,FMLE,2019,,,,,,,68.7,68.73493,,,,2020-12-04T17:02:26.147+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24619817,WHOSIS_000001,COUNTRY,MRT,YEAR,AFR,Africa,SEX,BTSX,2000,,,,,,,62.0,61.96471,,,,2020-12-04T17:02:26.257+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24619821,WHOSIS_000001,COUNTRY,MRT,YEAR,AFR,Africa,SEX,BTSX,2010,,,,,,,65.6,65.59114,,,,2020-12-04T17:02:26.367+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24619825,WHOSIS_000001,COUNTRY,MRT,YEAR,AFR,Africa,SEX,BTSX,2015,,,,,,,67.4,67.40752,,,,2020-12-04T17:02:26.473+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24619829,WHOSIS_000001,COUNTRY,MRT,YEAR,AFR,Africa,SEX,BTSX,2019,,,,,,,68.4,68.37999,,,,2020-12-04T17:02:26.553+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24619833,WHOSIS_000001,COUNTRY,MUS,YEAR,AFR,Africa,SEX,MLE,2000,,,,,,,67.7,67.73547,,,,2020-12-04T17:02:26.663+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24619837,WHOSIS_000001,COUNTRY,MUS,YEAR,AFR,Africa,SEX,MLE,2010,,,,,,,69.8,69.83536,,,,2020-12-04T17:02:26.833+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24619841,WHOSIS_000001,COUNTRY,MUS,YEAR,AFR,Africa,SEX,MLE,2015,,,,,,,71.0,70.96014,,,,2020-12-04T17:02:26.943+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24619845,WHOSIS_000001,COUNTRY,MUS,YEAR,AFR,Africa,SEX,MLE,2019,,,,,,,71.0,70.95081,,,,2020-12-04T17:02:27.043+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24619849,WHOSIS_000001,COUNTRY,MUS,YEAR,AFR,Africa,SEX,FMLE,2000,,,,,,,74.8,74.80077,,,,2020-12-04T17:02:27.153+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24619853,WHOSIS_000001,COUNTRY,MUS,YEAR,AFR,Africa,SEX,FMLE,2010,,,,,,,76.8,76.80299,,,,2020-12-04T17:02:27.297+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24619857,WHOSIS_000001,COUNTRY,MUS,YEAR,AFR,Africa,SEX,FMLE,2015,,,,,,,77.4,77.42522,,,,2020-12-04T17:02:27.407+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24619861,WHOSIS_000001,COUNTRY,MUS,YEAR,AFR,Africa,SEX,FMLE,2019,,,,,,,77.3,77.31542,,,,2020-12-04T17:02:27.547+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24619865,WHOSIS_000001,COUNTRY,MUS,YEAR,AFR,Africa,SEX,BTSX,2000,,,,,,,71.2,71.17201,,,,2020-12-04T17:02:27.64+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24619869,WHOSIS_000001,COUNTRY,MUS,YEAR,AFR,Africa,SEX,BTSX,2010,,,,,,,73.2,73.24183,,,,2020-12-04T17:02:27.75+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24619873,WHOSIS_000001,COUNTRY,MUS,YEAR,AFR,Africa,SEX,BTSX,2015,,,,,,,74.1,74.13624,,,,2020-12-04T17:02:27.847+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24619877,WHOSIS_000001,COUNTRY,MUS,YEAR,AFR,Africa,SEX,BTSX,2019,,,,,,,74.1,74.07175,,,,2020-12-04T17:02:27.953+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24619881,WHOSIS_000001,COUNTRY,MWI,YEAR,AFR,Africa,SEX,MLE,2000,,,,,,,44.0,43.96169,,,,2020-12-04T17:02:28.127+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24619885,WHOSIS_000001,COUNTRY,MWI,YEAR,AFR,Africa,SEX,MLE,2010,,,,,,,54.4,54.3807,,,,2020-12-04T17:02:28.25+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24619889,WHOSIS_000001,COUNTRY,MWI,YEAR,AFR,Africa,SEX,MLE,2015,,,,,,,59.7,59.67438,,,,2020-12-04T17:02:28.41+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24619893,WHOSIS_000001,COUNTRY,MWI,YEAR,AFR,Africa,SEX,MLE,2019,,,,,,,62.3,62.30587,,,,2020-12-04T17:02:28.517+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24619897,WHOSIS_000001,COUNTRY,MWI,YEAR,AFR,Africa,SEX,FMLE,2000,,,,,,,45.6,45.58632,,,,2020-12-04T17:02:28.61+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24619901,WHOSIS_000001,COUNTRY,MWI,YEAR,AFR,Africa,SEX,FMLE,2010,,,,,,,59.2,59.24426,,,,2020-12-04T17:02:28.753+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24619905,WHOSIS_000001,COUNTRY,MWI,YEAR,AFR,Africa,SEX,FMLE,2015,,,,,,,66.5,66.4723,,,,2020-12-04T17:02:28.863+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24619909,WHOSIS_000001,COUNTRY,MWI,YEAR,AFR,Africa,SEX,FMLE,2019,,,,,,,68.9,68.92786,,,,2020-12-04T17:02:28.987+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24619913,WHOSIS_000001,COUNTRY,MWI,YEAR,AFR,Africa,SEX,BTSX,2000,,,,,,,44.7,44.72838,,,,2020-12-04T17:02:29.1+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24619917,WHOSIS_000001,COUNTRY,MWI,YEAR,AFR,Africa,SEX,BTSX,2010,,,,,,,56.8,56.79726,,,,2020-12-04T17:02:29.21+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24619921,WHOSIS_000001,COUNTRY,MWI,YEAR,AFR,Africa,SEX,BTSX,2015,,,,,,,63.0,63.0444,,,,2020-12-04T17:02:29.303+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24619925,WHOSIS_000001,COUNTRY,MWI,YEAR,AFR,Africa,SEX,BTSX,2019,,,,,,,65.6,65.62458,,,,2020-12-04T17:02:29.477+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24619929,WHOSIS_000001,COUNTRY,MYS,YEAR,WPR,Western Pacific,SEX,MLE,2000,,,,,,,70.6,70.55416,,,,2020-12-04T17:02:29.57+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24619933,WHOSIS_000001,COUNTRY,MYS,YEAR,WPR,Western Pacific,SEX,MLE,2010,,,,,,,72.2,72.2492,,,,2020-12-04T17:02:29.697+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24619937,WHOSIS_000001,COUNTRY,MYS,YEAR,WPR,Western Pacific,SEX,MLE,2015,,,,,,,73.0,73.01138,,,,2020-12-04T17:02:29.777+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24619941,WHOSIS_000001,COUNTRY,MYS,YEAR,WPR,Western Pacific,SEX,MLE,2019,,,,,,,72.6,72.60717,,,,2020-12-04T17:02:29.87+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24619945,WHOSIS_000001,COUNTRY,MYS,YEAR,WPR,Western Pacific,SEX,FMLE,2000,,,,,,,75.3,75.30944,,,,2020-12-04T17:02:30.01+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24619949,WHOSIS_000001,COUNTRY,MYS,YEAR,WPR,Western Pacific,SEX,FMLE,2010,,,,,,,76.5,76.51662,,,,2020-12-04T17:02:30.103+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24619953,WHOSIS_000001,COUNTRY,MYS,YEAR,WPR,Western Pacific,SEX,FMLE,2015,,,,,,,77.1,77.13223,,,,2020-12-04T17:02:30.2+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24619957,WHOSIS_000001,COUNTRY,MYS,YEAR,WPR,Western Pacific,SEX,FMLE,2019,,,,,,,77.1,77.07645,,,,2020-12-04T17:02:30.323+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24619961,WHOSIS_000001,COUNTRY,MYS,YEAR,WPR,Western Pacific,SEX,BTSX,2000,,,,,,,72.8,72.79781,,,,2020-12-04T17:02:30.433+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24619965,WHOSIS_000001,COUNTRY,MYS,YEAR,WPR,Western Pacific,SEX,BTSX,2010,,,,,,,74.3,74.25258,,,,2020-12-04T17:02:30.543+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24619969,WHOSIS_000001,COUNTRY,MYS,YEAR,WPR,Western Pacific,SEX,BTSX,2015,,,,,,,75.0,74.95027,,,,2020-12-04T17:02:30.637+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24619973,WHOSIS_000001,COUNTRY,MYS,YEAR,WPR,Western Pacific,SEX,BTSX,2019,,,,,,,74.7,74.718,,,,2020-12-04T17:02:30.75+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24619977,WHOSIS_000001,COUNTRY,NAM,YEAR,AFR,Africa,SEX,MLE,2000,,,,,,,51.0,51.00847,,,,2020-12-04T17:02:30.843+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24619981,WHOSIS_000001,COUNTRY,NAM,YEAR,AFR,Africa,SEX,MLE,2010,,,,,,,57.3,57.25439,,,,2020-12-04T17:02:30.953+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24619985,WHOSIS_000001,COUNTRY,NAM,YEAR,AFR,Africa,SEX,MLE,2015,,,,,,,59.4,59.36171,,,,2020-12-04T17:02:31.127+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24619989,WHOSIS_000001,COUNTRY,NAM,YEAR,AFR,Africa,SEX,MLE,2019,,,,,,,60.6,60.58327,,,,2020-12-04T17:02:31.22+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24619993,WHOSIS_000001,COUNTRY,NAM,YEAR,AFR,Africa,SEX,FMLE,2000,,,,,,,55.5,55.49687,,,,2020-12-04T17:02:31.333+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24619997,WHOSIS_000001,COUNTRY,NAM,YEAR,AFR,Africa,SEX,FMLE,2010,,,,,,,64.7,64.65546,,,,2020-12-04T17:02:31.52+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24620001,WHOSIS_000001,COUNTRY,NAM,YEAR,AFR,Africa,SEX,FMLE,2015,,,,,,,66.2,66.22478,,,,2020-12-04T17:02:31.69+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24620005,WHOSIS_000001,COUNTRY,NAM,YEAR,AFR,Africa,SEX,FMLE,2019,,,,,,,68.4,68.44906,,,,2020-12-04T17:02:31.88+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24620009,WHOSIS_000001,COUNTRY,NAM,YEAR,AFR,Africa,SEX,BTSX,2000,,,,,,,53.3,53.31758,,,,2020-12-04T17:02:32.1+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24620013,WHOSIS_000001,COUNTRY,NAM,YEAR,AFR,Africa,SEX,BTSX,2010,,,,,,,60.9,60.93765,,,,2020-12-04T17:02:32.257+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24620017,WHOSIS_000001,COUNTRY,NAM,YEAR,AFR,Africa,SEX,BTSX,2015,,,,,,,62.9,62.86888,,,,2020-12-04T17:02:32.367+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24620021,WHOSIS_000001,COUNTRY,NAM,YEAR,AFR,Africa,SEX,BTSX,2019,,,,,,,64.6,64.57598,,,,2020-12-04T17:02:32.523+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24620025,WHOSIS_000001,COUNTRY,NER,YEAR,AFR,Africa,SEX,MLE,2000,,,,,,,49.7,49.73235,,,,2020-12-04T17:02:33.24+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24620029,WHOSIS_000001,COUNTRY,NER,YEAR,AFR,Africa,SEX,MLE,2010,,,,,,,57.8,57.77248,,,,2020-12-04T17:02:33.477+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24620033,WHOSIS_000001,COUNTRY,NER,YEAR,AFR,Africa,SEX,MLE,2015,,,,,,,60.3,60.2756,,,,2020-12-04T17:02:33.65+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24620037,WHOSIS_000001,COUNTRY,NER,YEAR,AFR,Africa,SEX,MLE,2019,,,,,,,62.1,62.06462,,,,2020-12-04T17:02:33.76+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24620041,WHOSIS_000001,COUNTRY,NER,YEAR,AFR,Africa,SEX,FMLE,2000,,,,,,,51.0,50.98764,,,,2020-12-04T17:02:33.887+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24620045,WHOSIS_000001,COUNTRY,NER,YEAR,AFR,Africa,SEX,FMLE,2010,,,,,,,60.2,60.1945,,,,2020-12-04T17:02:33.997+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24620049,WHOSIS_000001,COUNTRY,NER,YEAR,AFR,Africa,SEX,FMLE,2015,,,,,,,62.9,62.86394,,,,2020-12-04T17:02:34.153+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24620053,WHOSIS_000001,COUNTRY,NER,YEAR,AFR,Africa,SEX,FMLE,2019,,,,,,,64.6,64.55505,,,,2020-12-04T17:02:34.25+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24620057,WHOSIS_000001,COUNTRY,NER,YEAR,AFR,Africa,SEX,BTSX,2000,,,,,,,50.4,50.35257,,,,2020-12-04T17:02:34.34+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24620061,WHOSIS_000001,COUNTRY,NER,YEAR,AFR,Africa,SEX,BTSX,2010,,,,,,,59.0,58.95322,,,,2020-12-04T17:02:34.437+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24620065,WHOSIS_000001,COUNTRY,NER,YEAR,AFR,Africa,SEX,BTSX,2015,,,,,,,61.5,61.53951,,,,2020-12-04T17:02:34.56+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24620069,WHOSIS_000001,COUNTRY,NER,YEAR,AFR,Africa,SEX,BTSX,2019,,,,,,,63.3,63.28761,,,,2020-12-04T17:02:34.67+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24620073,WHOSIS_000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,MLE,2000,,,,,,,52.2,52.16397,,,,2020-12-04T17:02:34.797+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24620077,WHOSIS_000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,MLE,2010,,,,,,,57.8,57.75315,,,,2020-12-04T17:02:34.89+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24620081,WHOSIS_000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,MLE,2015,,,,,,,59.6,59.59,,,,2020-12-04T17:02:35+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24620085,WHOSIS_000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,MLE,2019,,,,,,,61.2,61.1953,,,,2020-12-04T17:02:35.093+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24620089,WHOSIS_000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,FMLE,2000,,,,,,,55.2,55.16698,,,,2020-12-04T17:02:35.17+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24620093,WHOSIS_000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,FMLE,2010,,,,,,,60.8,60.78948,,,,2020-12-04T17:02:35.317+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24620097,WHOSIS_000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,FMLE,2015,,,,,,,62.8,62.79717,,,,2020-12-04T17:02:35.397+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24620101,WHOSIS_000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,FMLE,2019,,,,,,,64.1,64.10055,,,,2020-12-04T17:02:35.473+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
24620105,WHOSIS_000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,BTSX,2000,,,,,,,53.6,53.63285,,,,2020-12-04T17:02:35.583+01:00,2000,2000-01-01T00:00:00+01:00,2000-12-31T00:00:00+01:00
24620109,WHOSIS_000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,BTSX,2010,,,,,,,59.2,59.23747,,,,2020-12-04T17:02:35.68+01:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
24620113,WHOSIS_000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,BTSX,2015,,,,,,,61.2,61.15609,,,,2020-12-04T17:02:35.803+01:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
24620117,WHOSIS_000001,COUNTRY,NGA,YEAR,AFR,Africa,SEX,BTSX,2019,,,,,,,62.6,62.61868,,,,2020-12-04T17:02:35.9+01:00,2019,2019-01-01T00:00:00+01:00,2019-12-31T00:00:00+01:00
